user,balance,label,Token Name,Balance Atoms,Token Decimals,Token Address,Token Symbol
0xF50A3cfd68A00009623e1767eb696C4cC9347A7d,0.000000000000206731,BNT,Bancor Network Token,206731,18,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,BNT
0xF50A3cfd68A00009623e1767eb696C4cC9347A7d,0.000000027667392691,ZRX,0x Protocol Token,27667392691,18,0xe41d2489571d322189246dafa5ebde1f4699f498,ZRX
0xF50A3cfd68A00009623e1767eb696C4cC9347A7d,0.000000000000339441,BAT,Basic Attention Token,339441,18,0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT
0xF50A3cfd68A00009623e1767eb696C4cC9347A7d,0.000000000000946101,LOOM,LoomToken,946101,18,0xa4e8c3ec456107ea67d3075bf9e3df3a75823db0,LOOM
0x49e8d0e3d7167B2f6b676AfB10510d854B22fc10,0.000079130449660887,WETH,Wrapped Ether,79130449660887,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x49e8d0e3d7167B2f6b676AfB10510d854B22fc10,0.297040172870278182,GEN,DAOstack,297040172870278182,18,0x543ff227f64aa17ea132bf9886cab5db55dcaddf,GEN
0x2259099897AfAf3813fef3284b91D2B227b66AD4,0.51995937030626594,WETH,Wrapped Ether,519959370306265940,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0xA5713439e7732e9b162eF5ba6A528f6935b6e6b3,1.863127627042107865,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,1863127627042107865,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0x35C628AcA882e435A5B2BBb5e5769578A690fD0f,1.017731210528203043,GNO,Gnosis Token,1017731210528203043,18,0x6810e776880c02933d47db1b9fc05908e5386b96,GNO
0x35C628AcA882e435A5B2BBb5e5769578A690fD0f,0.20054338990163943,WETH,Wrapped Ether,200543389901639430,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x35C628AcA882e435A5B2BBb5e5769578A690fD0f,0.00086279996760661,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,862799967606610,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0x11B1785D9Ac81480c03210e89F1508c8c115888E,0.000566647709703702,GNO,Gnosis Token,566647709703702,18,0x6810e776880c02933d47db1b9fc05908e5386b96,GNO
0x11B1785D9Ac81480c03210e89F1508c8c115888E,0.000979432977416289,GEN,DAOstack,979432977416289,18,0x543ff227f64aa17ea132bf9886cab5db55dcaddf,GEN
0x279D4a00CB930dc6202c2c6153a2289A105831EC,0.000989192678098952,GNO,Gnosis Token,989192678098952,18,0x6810e776880c02933d47db1b9fc05908e5386b96,GNO
0x279D4a00CB930dc6202c2c6153a2289A105831EC,0.000353619532421486,WETH,Wrapped Ether,353619532421486,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x279D4a00CB930dc6202c2c6153a2289A105831EC,0.00053318803674408,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,533188036744080,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0x279D4a00CB930dc6202c2c6153a2289A105831EC,0.000732747631640103,RDN,Raiden Token,732747631640103,18,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,RDN
0x6BE9fa484FA24fEdb0369b6Ccb343f9c3A621026,0.00022211838547112,WETH,Wrapped Ether,222118385471120,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x6BE9fa484FA24fEdb0369b6Ccb343f9c3A621026,0.877914632927572935,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,877914632927572935,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0xD05955436368c9659b7a1bDF8F0427Ca8c193b11,0.000858846040372323,WETH,Wrapped Ether,858846040372323,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0xB435871B0959561226b4d903b1abf79528177E81,0.000424881624136483,GNO,Gnosis Token,424881624136483,18,0x6810e776880c02933d47db1b9fc05908e5386b96,GNO
0xB435871B0959561226b4d903b1abf79528177E81,0.000153113496440944,WETH,Wrapped Ether,153113496440944,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0xB435871B0959561226b4d903b1abf79528177E81,0.000792001672725667,KNC,Kyber Network Crystal,792001672725667,18,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,KNC
0xB435871B0959561226b4d903b1abf79528177E81,0.000508753766848813,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,508753766848813,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0xB435871B0959561226b4d903b1abf79528177E81,0.000740084879004317,SNT,Status Network Token,740084879004317,18,0x744d70fdbe2ba4cf95131626614a1763df805b9e,SNT
0xB435871B0959561226b4d903b1abf79528177E81,0.000784877382155365,OMG,OMGToken,784877382155365,18,0xd26114cd6EE289AccF82350c8d8487fedB8A0C07,OMG
0xB435871B0959561226b4d903b1abf79528177E81,0.000081801030481335,GEN,DAOstack,81801030481335,18,0x543ff227f64aa17ea132bf9886cab5db55dcaddf,GEN
0xB435871B0959561226b4d903b1abf79528177E81,0.000975419347686356,RDN,Raiden Token,975419347686356,18,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,RDN
0xB435871B0959561226b4d903b1abf79528177E81,0.000051350793642733,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,,51350793642733,18,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,
0xB435871B0959561226b4d903b1abf79528177E81,0.000810135657717035,BNT,Bancor Network Token,810135657717035,18,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,BNT
0xB435871B0959561226b4d903b1abf79528177E81,0.000237973727881776,ZRX,0x Protocol Token,237973727881776,18,0xe41d2489571d322189246dafa5ebde1f4699f498,ZRX
0xB435871B0959561226b4d903b1abf79528177E81,0.00094772774406854,BAT,Basic Attention Token,947727744068540,18,0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT
0x009B56330aE5ec5042B9ca46Ddb3043cC0D006F3,4.8,WETH,Wrapped Ether,4800000000000000000,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x009B56330aE5ec5042B9ca46Ddb3043cC0D006F3,34.363238420071228101,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,34363238420071228101,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0x33329F5a360649Eb1C473b998cF3b975FEb109f6,0.12,WETH,Wrapped Ether,120000000000000000,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x33329F5a360649Eb1C473b998cF3b975FEb109f6,21.393169341290736417,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,21393169341290736417,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0x2A1049062c6Cfd69bd38fbaf3b0559DF1DBbc92c,2.888521134265407206,WETH,Wrapped Ether,2888521134265407206,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0xE2A65f52a18E848F9E2E86cbDeA43469c7462744,0.005,WETH,Wrapped Ether,5000000000000000,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0xE2A65f52a18E848F9E2E86cbDeA43469c7462744,1.362804046935955128,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,1362804046935955128,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0xfCC716dF0DF69323D81815450acbCa4551a9D944,0.259229927549846898,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,259229927549846898,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0x7Ccf2D36F8646a395A3AF7b4087337532A03BC49,0.023818116679775863,WETH,Wrapped Ether,23818116679775863,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x7Ccf2D36F8646a395A3AF7b4087337532A03BC49,30.0,RDN,Raiden Token,30000000000000000000,18,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,RDN
0xE0AFe0F2E68cF17ded7835B7A15c742E8C5b431e,0.000239087111149116,KNC,Kyber Network Crystal,239087111149116,18,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,KNC
0xE0AFe0F2E68cF17ded7835B7A15c742E8C5b431e,0.000203755690411076,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,203755690411076,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0xA343618637bcECb12A723C9007360c305b0507c2,0.02,WETH,Wrapped Ether,20000000000000000,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0xA343618637bcECb12A723C9007360c305b0507c2,0.000615584074498181,GEN,DAOstack,615584074498181,18,0x543ff227f64aa17ea132bf9886cab5db55dcaddf,GEN
0x7F8919fde017c5FF8408E4dEf990bC81F20d3CA4,0.000082674965429986,GNO,Gnosis Token,82674965429986,18,0x6810e776880c02933d47db1b9fc05908e5386b96,GNO
0x7F8919fde017c5FF8408E4dEf990bC81F20d3CA4,2.746827133156415235,WETH,Wrapped Ether,2746827133156415235,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x7F8919fde017c5FF8408E4dEf990bC81F20d3CA4,0.000098506754952601,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,98506754952601,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0x7F8919fde017c5FF8408E4dEf990bC81F20d3CA4,0.000176863834165806,GEN,DAOstack,176863834165806,18,0x543ff227f64aa17ea132bf9886cab5db55dcaddf,GEN
0x7F8919fde017c5FF8408E4dEf990bC81F20d3CA4,0.000920222188327385,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,,920222188327385,18,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,
0x3efD3391A0601eaA093647F911c653d77C11e3Fd,0.00084630436772264,GNO,Gnosis Token,846304367722640,18,0x6810e776880c02933d47db1b9fc05908e5386b96,GNO
0x3efD3391A0601eaA093647F911c653d77C11e3Fd,0.000672429160303822,WETH,Wrapped Ether,672429160303822,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x3efD3391A0601eaA093647F911c653d77C11e3Fd,0.000326235323803057,GEN,DAOstack,326235323803057,18,0x543ff227f64aa17ea132bf9886cab5db55dcaddf,GEN
0x3efD3391A0601eaA093647F911c653d77C11e3Fd,0.000000672848083501,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,,672848083501,18,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,
0x5e7B645d5Bf86750CB1913122ba8A8545e2A9FD1,0.0000000995,WETH,Wrapped Ether,99500000000,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0xB872c3117A4cD8Da9f910F264B3f0583d15B77bF,0.000000000000000019,WETH,Wrapped Ether,19,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0xB872c3117A4cD8Da9f910F264B3f0583d15B77bF,0.004981539764818115,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,4981539764818115,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0xB872c3117A4cD8Da9f910F264B3f0583d15B77bF,0.0000000000000147,GEN,DAOstack,14700,18,0x543ff227f64aa17ea132bf9886cab5db55dcaddf,GEN
0xB872c3117A4cD8Da9f910F264B3f0583d15B77bF,0.001141212772610603,RDN,Raiden Token,1141212772610603,18,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,RDN
0xB872c3117A4cD8Da9f910F264B3f0583d15B77bF,0.000000000000000001,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,,1,18,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,
0xa5EB6fEf4Ec26Cc99A1c61dD892B8DeEe37484b5,1500.0,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,1500000000000000000000,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0x23983EA2123D40EB5655dfFf3F3C917C78F214f6,0.000812067686931981,WETH,Wrapped Ether,812067686931981,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x23983EA2123D40EB5655dfFf3F3C917C78F214f6,0.000918164399849427,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,918164399849427,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0x6595732468A241312bc307F327bA0D64F02b3c20,0.001125491307463953,WETH,Wrapped Ether,1125491307463953,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0xedCF58d9aABea47117877F590CdA9fb6210D969f,0.000293475091470064,GNO,Gnosis Token,293475091470064,18,0x6810e776880c02933d47db1b9fc05908e5386b96,GNO
0xedCF58d9aABea47117877F590CdA9fb6210D969f,0.000920496212206958,WETH,Wrapped Ether,920496212206958,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x485c2C637b9DF7F189EB0452D234dFDeeE13aF03,0.000440301120095313,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,440301120095313,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0xE8Ef67a6677ba943c33b6C926598072e919b0B6D,18.367414752456929434,GNO,Gnosis Token,18367414752456929434,18,0x6810e776880c02933d47db1b9fc05908e5386b96,GNO
0x639C52b5475a44c5bb876A7e4E7Ee778A3E2d136,0.000358147149288897,WETH,Wrapped Ether,358147149288897,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x639C52b5475a44c5bb876A7e4E7Ee778A3E2d136,0.00012142238552225,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,121422385522250,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0x61Fa89ca2b97ce28F860574160C91798cEa71745,0.000035724131527536,WETH,Wrapped Ether,35724131527536,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x0a342F40d456fD1Aa5C1AdaE6e6A87Eaf9D9FE90,0.000318275658711192,WETH,Wrapped Ether,318275658711192,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x0a342F40d456fD1Aa5C1AdaE6e6A87Eaf9D9FE90,78.724340363225,GRID,GRID Token,78724340363225,12,0x12b19d3e2ccc14da04fae33e63652ce469b3f2fd,GRID
0x432aEc4373d630B6780409631CAdE5E0AA700634,0.000378549349540121,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,,378549349540121,18,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,
0x50654d2CcBdf89d108BFbec9b2CDa491A0b52FB5,22.123161046329443682,WETH,Wrapped Ether,22123161046329443682,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x50654d2CcBdf89d108BFbec9b2CDa491A0b52FB5,1726599.463647342025841283,HOT,HoloToken,1726599463647342025841283,18,0x6c6ee5e31d828de241282b9606c8e98ea48526e2,HOT
0x36b0f5c5780EC9c31c1D04AEf76A07A35d564C2B,0.000084505952292422,WETH,Wrapped Ether,84505952292422,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
